name;type;size;allergens;size_variant;price;frequency
XL Prír.kur.rezeň so šunkou a syrom, ryža, obloha;Hlavné jedlo;150g/200g;1.7;XL;6.30 €;
XL Prír.kur.rezeň so šunkovo-syrovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;150g/150g/100g;1.7;XL;6.30 €;
XL Prír.kur.rezeň so šunkovo-syrovou omáčkou, ryža;Hlavné jedlo;150g/200g;1.7;XL;6.30 €;
XL Prír.kur.rezeň so zelenou fazuľkou, fritované zemiaky;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kur.rezeň v šampiňónovej omáčke, ryža;Hlavné jedlo;150g/200g;1.7;XL;6.30 €;
XL Prír.kur.rezeň, ½ryža, ½hranolky, mix šalát;Hlavné jedlo;150g/150g/100g;1;XL;6.30 €;
XL Prír.kur.rezeň, fritované zemiaky, zelenina na masle;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kur.rezeň, fritované zemiaky, zeleninová príloha;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kur.rezeň, hrášok, kuk., mrkva na masle, zemiaková kaša;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kur.rezeň, hrášok, kukur., mrkva na masle, ½ryža,½hranolky;Hlavné jedlo;150g/150g/100g;1;XL;6.30 €;
XL Prír.kur.rezeň, ryža, bretónska zelenina;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kur.rezeň, ryža, mix šalát;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prír.kurací rezeň s jablkom a syrom, ½ryža, ½hranolky;Hlavné jedlo;150g/150g/100g;1.7;XL;6.30 €;
XL Prír.kurací rezeň s mascarpone, ½ryža, ½frit.zem.;Hlavné jedlo;150g/150g/100g;1.7;XL;6.30 €;
XL Prír.kurací rezeň so šunkou a syrom, ryža , obloha;Hlavné jedlo;150g/200g;1.7;XL;6.30 €;
XL Prírodný bravčový rezeň na smotane, kolienka;Hlavné jedlo;150g/160g;1,3,7;XL;6.30 €;
XL Prírodný bravčový rezeň na šampiňónoch, ryža;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Prírodný bravčový rezeň so zelenou fazuľkou, ryža;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Segedínsky guláš, knedle;Hlavné jedlo;150g/160g;1,3,7,12;XL;6.30 €;
XL Srbský bravčový rezeň, ½ryža, ½hranolky;Hlavné jedlo;150g/150g/100g;1;XL;6.30 €;
XL Srbský bravčový rezeň, americké zemiaky;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Srbský bravčový rezeň, fritované zemiaky;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Srbský bravčový rezeň, opekané zemiaky;Hlavné jedlo;150g/180g;1;XL;6.30 €;
XL Srbský bravčový rezeň, ryža;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Údená krkovička, kyslá kapusta, žemlová knedľa;Hlavné jedlo;150g/180g;1,12;XL;6.30 €;
XL Vyprážaná krkovička, opekané zemiaky, kyslá uhorka;Hlavné jedlo;150g/180g;1.3;XL;6.30 €;
XL Vyprážaná krkovička, varené zemiaky, čalamáda;Hlavné jedlo;150g/200g;1.3;XL;6.30 €;
XL Vyprážaná krkovička, zemiaky paprikové , uhorka;Hlavné jedlo;150g/200g;1.3;XL;6.30 €;
XL Vyprážané horné kuracie stehno, zemiak. kaša, zel.šalát;Hlavné jedlo;300g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, americké zemiaky, uhorka;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, paprikové zemiaky, šalát;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, slovenský šalát;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, varené zemiaky s cibuľkou;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, zem.kaša, uhorka;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, zemiaková kaša, šalát;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, zemiakový šalát;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Vyprážaný bravčový rezeň, zemiaky s cibuľkou, grilovaná zelenina;Hlavné jedlo;150g/200g;1,3,7;XL;6.30 €;
XL Záhradnícky kurací rezeň(kor.zel., šunka, cibuľa, jablko), ryža;Hlavné jedlo;150g/200g;1;XL;6.30 €;
XL Znojemský guláš, noky;Hlavné jedlo;150g/180g;1,3,7;XL;6.30 €;
Zapekaný kur.plátok s bryndzou a šunkou, gril.cuketa, hranolky;Hlavné jedlo;100g/200g;1.7;A;6.30 €;
Zapekaný kur.plátok s bryndzou a šunkou, gril.cuketa, zemiaky;Hlavné jedlo;100g/200g;1.7;A;6.30 €;
Zapekaný kur.plátok s bryndzou a šunkou, gril.zel., frit.zemiaky;Hlavné jedlo;100g/200g;1.7;A;6.30 €;
Zapekaný kur.plátok s bryndzou a šunkou, gril.zelenina, hranolky;Hlavné jedlo;100g/200g;1.7;A;6.30 €;
Zapekaný kur.plátok s bryndzou a šunkou, gril.zelenina, opek.zemiaky;Hlavné jedlo;100g/200g;1.7;A;6.30 €;
Zelená fazuľka na masle, 2x volské oko, zemiaková kaša;Hlavné jedlo;350g;3;A;6.30 €;
Zeleninový šalát s hruškou a plesnivým syrom, hrianky;Hlavné jedlo;350g;1,3,7;A;6.30 €;
Zeleninový šalát so slaným syrom, hrozienkami a vlašskými orechami;Hlavné jedlo;350g;1,7;A;6.30 €;
Zeleninový šalát so slaným syrom, vlašskými orechami a hriankou;Hlavné jedlo;350g;1,7,8;A;6.30 €;
Bravčové plátky s ryžovými kroketami, grilovaná zelenina;Hlavné jedlo;150g/200g;1, 3;A;6.90 €;
Bravčové plátky so slaninkou a volským okom, grilované paradajky, zeleninová obloha, fritované zemiaky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčové plátky so špargľou a slaninkou ,opekané zemiaky, zel. obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčové rezančeky v pikantnej marináde, ang.zel., hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčové rezančeky v pikantnej marináde, ang.zel., opek.zemiaky, tatárska omáčka;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčové rezančeky v pikantnej marináde, gril.zel., fritované zemiaky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčové rezančeky v pikantnej marináde, krokety, ang.zel.;Hlavné jedlo;150g/200g;1;A;6.90 €;
Bravčový plátok s hráškovou omeletou, hranolky, obloha;Hlavné jedlo;150g/200g;1.3;A;6.90 €;
Bravčový plátok s hruškou a mozarellou, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Bravčový plátok s vol. okom a slaninkou, chery paradaj., opek. zemiaky;Hlavné jedlo;150g/200g;1.3;A;6.90 €;
Bravčový rezeň so šampiňónmi a zel.hráškom, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Cordon bleu, hranolky, tat.om, kečup;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Gazdovská kapsa, hranolky, šalát;Hlavné jedlo;150g/200g;1;A;6.90 €;
Grécky šalát, hrianka;Hlavné jedlo;320g;1,3,7,10;A;6.90 €;
Grilované kurča - polené, chlieb, kyslá uhorka,bar. rohy, horčica,cibuľka;Hlavné jedlo;600g;1;A;6.90 €;
Grilovaný encián s omáčkou z lesného ovocia, fritované zemiaky ;Hlavné jedlo;110g/200g;1,7;A;6.90 €;
Grilovaný encián s omáčkou z lesného ovocia, hranolky;Hlavné jedlo;110g/200g;1,7;A;6.90 €;
Grilovaný encián, hranolky, tatárska omáčka, zel.obloha;Hlavné jedlo;110g/200g;1.7;A;6.90 €;
Gurman(kur.steak, encián, ananás), hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Gyros, fritované zemiaky;Hlavné jedlo;150g/200g;;A;6.90 €;
Gyros, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Hortobacke palacinky, hranolky, obloha;Hlavné jedlo;100g/200g;1,3,7;A;6.90 €;
Hovädzí guláš, knedle;Hlavné jedlo;150g/160g;1,3,7;A;6.90 €;
Hovädzí guláš, žemľová knedla;Hlavné jedlo;150g/160g;1;A;6.90 €;
Hovädzí stroganov, ½ryža, ½hranolky;Hlavné jedlo;150g/150g/100g;1,6,7,10;A;6.90 €;
Hovädzí stroganov, fritované zemiaky, tatárska omáčka;Hlavné jedlo;150g/200g;1,6,7,10;A;6.90 €;
Hovädzí stroganov, hranolky, tat.omáčka;Hlavné jedlo;150g/200g;1,6,7,10;A;6.90 €;
Hovädzí tokáň, ryža;Hlavné jedlo;150g/200g;0;A;6.90 €;
Hovädzia roštenka, ryža, kyslá uhorka;Hlavné jedlo;150g/200g;1;A;6.90 €;
Hovädzie na šampiňónoch, ½ryža, ½hranolky;Hlavné jedlo;150g/150g/100g;1;A;6.90 €;
Hovädzie plátky s hub.-smotan. omáčkou, žemľová knedľa;Hlavné jedlo;150g/200g;1;A;6.90 €;
Hovädzie plátky v hubovej omáčke, knedle;Hlavné jedlo;150g/200g;1;A;6.90 €;
Hovädzie rezančeky s pórom, ryža, obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Hovädzie varené, kôprová omáčka, knedle;Hlavné jedlo;100g/160g;1,3,7;A;6.90 €;
Krušovický bravčový rezeň (klobása,slanina), frit.zem., šalát;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kurací plátok s hráškovou omeletou, hranolky, obloha;Hlavné jedlo;150g/200g;1.3;A;6.90 €;
Kurací plátok s hruškou a mozarellou, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Kurací plátok s volským okom a slaninou, gril.zel., hranolky;Hlavné jedlo;150g/200g;1,3;A;6.90 €;
Kurací plátok s volským okom a slaninou, suš. par., hranolky;Hlavné jedlo;150g/200g;1,3;A;6.90 €;
Kurací plátok s volským okom a slaninou, suš. par., opekané zemiaky;Hlavné jedlo;150g/200g;1,3;A;6.90 €;
Kurací plátok so slivkou, angl. slaninou, hranolky;Hlavné jedlo;150g/200g;1,3;A;6.90 €;
Kurací rezeň so šampiňónmi a zel.hráškom, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kurací stehenný plátok 150g s provensálskym korením, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kurací stehenný plátok s argentínskym korením, opekané zemiaky, obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kurací stehenný plátok, hranolky, dusená zelenina;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kuracie prsia na kari omáčke s broskyňou a jah., hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kuracie prsia na kari omáčke s broskyňou a jah., ryža s kukuricou;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kuracie prsia s cherry paradajkami a chrumkavou posýpkou, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kuracie prsia s mandľovými lupienkami a cherry paradajkami, hranolky;Hlavné jedlo;150g/200g;1.8;A;6.90 €;
Kuracie prsia so sušenými paradajkami a chrumkavou posýpkou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Kuracie rezančeky s brokolicou a orieškami, hranolky;Hlavné jedlo;150g/200g;1.8;A;6.90 €;
Kuracie rezančeky s mandarínkou, ananásom, orieškami, hranolky;Hlavné jedlo;150g/200g;1.8;A;6.90 €;
Kuracie rezančeky s olivami a plesnivým syrom, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Kuracie stehno na hubách, zemiaková kaša;Hlavné jedlo;200g/200g;1.7;A;6.90 €;
Lasagne;Hlavné jedlo;400g;1,3,7,9;A;6.90 €;
Mix tanier/bravč. a kur.kocky/, hranolky, šalát z bretónskej zeleniny;Hlavné jedlo;150g/200g;1;A;6.90 €;
Mix tanier/bravč.guláš, kur.pečeň/, hranolky, obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Mix tanier/bravč.paprikáš, kur.pečeň/, hranolky, obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Mix tanier/kur.mäso, kur.pečeň/, amer.zemiaky, zel.šalát;Hlavné jedlo;150g/200g;1;A;6.90 €;
Pikantné kurací rezeň s jablkovo-cibuľovým ragú, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Pikantné rezne s jablkovo-cibuľovým ragú, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prir.brav. rezeň s brokolicou a orieškami, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Prír.bravč.rezeň s ....... mandľovými lupienkami, krokety;Hlavné jedlo;150g/200g;1, 8;A;6.90 €;
Prír.bravč.rezeň s anglickou zeleninou, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s gril.zel, čerstvý zel.šalát, frit.zem.;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s gril.zel., čerstvou zeleninou a hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s grilovanou zeleninou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s kur.pečeňou, kar.jablkom a mandľ.lup., fritované zemiaky;Hlavné jedlo;150g/200g;1, 8;A;6.90 €;
Prír.bravč.rezeň s olivami a plesnivým syrom, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s olivami a plesnivým syrom, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň s volským okom, šunkou a syrom, frit.zemiaky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.bravč.rezeň s volským okom, šunkou a syrom, hranolky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.bravč.rezeň s volským okom, šunkou a syrom, opekané zemiaky, šalát;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.bravč.rezeň so sušenými slivkami, sliv.omáčkou a slaninou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň, karotka, hrášok, kukurica, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.bravč.rezeň, zem. krokety,  zel.obloha;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.prsia s omáčkou z mascarpone a kuriatkami, fritované zemiaky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Prír.kur.prsia s omáčkou z mascarpone a kuriatkami, hranolky;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Prír.kur.prsia s omáčkou z mascarpone a kuriatkami, krokety;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Prír.kur.rezeň s ananásom a jablkami, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s anglickou zeleninou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s anglickou zeleninou, ryžové krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s gril.zel.,(cuketa, baklažán, paprika), hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s grilovanou zeleninou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s grilovanou zeleninou, opekané zemiaky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s jablkami a ananásom, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s olivami a plesnivým syrom, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň s orieškami a brokolicou, hranolky;Hlavné jedlo;150g/200g;1.8;A;6.90 €;
Prír.kur.rezeň s volským okom, šunkou a syrom, hranolky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.kur.rezeň s volským okom, šunkou a syrom, opekané zemiaky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.kur.rezeň so slaninou a vol.okom, gril. cherry paradajky, ½ryža,½hranolky;Hlavné jedlo;150g/200g;1.3;A;6.90 €;
Prír.kur.rezeň so sušenými slivkami, sliv.omáčkou a slaninou, hranolky;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prír.kur.rezeň so šunkou, syrom a volským okom, hranolky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Prír.kur.rezeň v pik. omáčke, baby mrkva , hranolky;Hlavné jedlo;150g/200g;1,7;A;6.90 €;
Prír.kur.rezeň, slaninová rolka so zelenou fauľkou, krokety;Hlavné jedlo;150g/200g;1;A;6.90 €;
Prírodná bravčová kapsa plnená bryndzou a šunkou, hranolky, obloha;Hlavné jedlo;150g/200g;7;A;6.90 €;
Rybie filé na masle, americké zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, fritované zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, fritované zemiaky, šalát;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, opekané zemiaky, gril. zelenina;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, paprikové zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, pučené zemiaky, cvikla;Hlavné jedlo;150g/200g;1,4,7;A;6.90 €;
Rybie filé na masle, varené zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1,4;A;6.90 €;
Rybie filé na masle, varené zemiaky, obloha;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé na masle, zem.kaša, cvikla;Hlavné jedlo;150g/200g;1,4,7;A;6.90 €;
Rybie filé na masle, zemiaky s cibuľkou, grilovaná zelenina;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Rybie filé s paradajkou a syrom, zemiaková kaša, cvikla;Hlavné jedlo;150g/200g;1,4,7;A;6.90 €;
Strapačky s kyslou kapustou, pečená krkovička;Hlavné jedlo;250g/150g;1,3,7,12;A;6.90 €;
Švédske mäsové guľky, hranolky;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Thomasove kuracie prsia, hranolky / šamp. + hrášok /;Hlavné jedlo;150g/200g;1,;A;6.90 €;
Vypr. kur. kapsa pln. šunkou plesn.syr brokol., hranolky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaná gazdovská kapsa, opekané zemiaky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaná plnená brav. kapsa, hranolky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaná plnená kur. kapsa, hranolky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážané rybie filé, americké zemiaky, cvikla;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, fritované zemiaky, cvikla;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, paprikové zemiaky, cvikla;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Vyprážané rybie filé, paprikové zemiaky, šalát;Hlavné jedlo;150g/200g;1.4;A;6.90 €;
Vyprážané rybie filé, slovenský šalát;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, varené zemiaky s cibuľkou, grilovaná zelenina;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, varené zemiaky s cibuľkou, šalát;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, varené zemiaky, cvikla;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, varené zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, zemiaková kaša, cvikla;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, zemiaková kaša, grilovaná zelenina;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážané rybie filé, zemiakový šalát;Hlavné jedlo;150g/200g;1,3,4,7;A;6.90 €;
Vyprážaný brav.  rezeň, hranolky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaný encián, fritované zemiaky, tatárska omáčka;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaný encián, hranolky, tat.omáčka, zel.obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaný kurací rezeň, hranolky, obloha;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaný stehenný plátok, americké zemiaky, grilovaná zelenina;Hlavné jedlo;150g/200g;1,3,7;A;6.90 €;
Vyprážaný syr so šunkou, hranolky, tatárska omáčka;Hlavné jedlo;100g/200g;1,3,7;A;6.90 €;
Vyprážaný syr, hranolky, tatárska omáčka;Hlavné jedlo;120g/200g;1,3,7;A;6.90 €;
Zapekaný bravč.plátok s bryndzou a šunkou, krokety, zel.šalát;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Zapekaný kur.plátok s bryndzou a šunkou, hranolky, gril.zel.;Hlavné jedlo;150g/200g;1.7;A;6.90 €;
Zem.placka plnená pik. kuracím mäsom a pečeňou, hranolky;Hlavné jedlo;350g;1,3,7;A;6.90 €;
Zem.placka s kuracím mäsom a pečeňou, hranolky;Hlavné jedlo;400g;1,3,7;A;6.90 €;
Zem.placka s kuracím mäsom, pečeňou a lečom, hranolky;Hlavné jedlo;350g;1,3,7;A;6.90 €;
2X Bravč.rezeň na spôsob sviečkovej, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Bravč.závitok plnený kapustou a slaninou, opekané zemiaky;Hlavné jedlo;200g/180g;1.12;2X;7.10 €;
2X Bravčová krkovička, kapusta, knedle;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Bravčová krkovička, opekané zemiaky, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Bravčová roláda s klob.zmesou a vajíčkom, frit.zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,12;2X;7.10 €;
2X Bravčová roláda s klob.zmesou a vajíčkom, ryža, cvikla;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Bravčová roláda s klob.zmesou a vajíčkom, zem.kaša, obloha;Hlavné jedlo;200g/200g;1,3,12;2X;7.10 €;
2X Bravčové fašírky, zemiaková kaša, uhorka;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Bravčové guľky v paradajkovej omáčke, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Bravčové guľky v paradajkovej omáčke, pučené zemiaky s maslom;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Bravčové guľky v paradajkovej omáčke, zemiaková kaša;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Bravčové na paprike, maslové halušky;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Bravčové na spôsob sviečkovej, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Bravčové ražniči, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Bravčové ražniči, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Bravčové výpečky, kyslá kapusta, knedle;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Bravčové výpečky, kyslá kapusta, opekané zemiaky;Hlavné jedlo;200g/200g;1,3,7,12;2X;7.10 €;
2X Bravčové výpečky, kyslá kapusta, žemlová knedla;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Bravčový guláš, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Bravčový paprikáš, cestovina;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Bravčový paprikáš, noky;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Bravčový rezeň na rasci, tarhoňa, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Bravčový stroganov s kyslou uhorkou, hranolky;Hlavné jedlo;200g/200g;1,6,7,10;2X;7.10 €;
2X Bravčový stroganov, ½ryža, ½fritované zemiaky, tatárska omáčka;Hlavné jedlo;200g/150g/100g;1,6,7,10;2X;7.10 €;
2X Bravčový stroganov, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1,6,7,10;2X;7.10 €;
2X Bravčový stroganov, fritované zemiaky;Hlavné jedlo;200g/200g;1,6,7,10;2X;7.10 €;
2X Bravčový španielsky vtáčik, ryža, uhorka;Hlavné jedlo;200g/200g;1,3,10;2X;7.10 €;
2X Břeclavský bravčový rezeň, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Břeclavský bravčový rezeň, slovenská ryža;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Břeclavský bravčový rezeň, tarhoňa, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, fritované zemiaky, šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, opekané zemiaky, šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, pučené zemiaky, šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, varené zemiaky, šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, varené zemiaky, uhorka;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Budapeštiansky bravčový rezeň, zemiaková kaša, uhorka;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Cigánsky kurací rezeň, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Cigánsky kurací rezeň, pučené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Cigánsky kurací rezeň, zem.kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Čiernohorský kurací rezeň, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Čiernohorský kurací rezeň, paprikové zemiaky, čalamáda;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Čiernohorský kurací rezeň, zem.kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Čiernohorský kurací rezeň, zemiaková kaša, uhorka;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Debrecínsky guláš, noky;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Farebné kuracie prsia, ½ryža,½hranolky, obloha;Hlavné jedlo;200g/100g/100g;1;2X;7.10 €;
2X Farebné kuracie prsia, ryža, obloha;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Fritované kuracie rezance s ananásom a jablkom, ½ryža,½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Fritované kuracie rezančeky so syrovou omáčkou, ½r,½hr;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Fritované rezance so šunkovo syrovou omáčkou, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
